,Volumen,Promedio_Movil_10,RSI,MACD,Precio_Cierre,Ruido
2021-01-01,25795,146.8152148934966,46.96169152013784,0.6674557271237461,76.66044960523139,0.0028078774047990596
2021-01-02,10860,243.62464468283318,65.6810479471821,-0.5952219242333896,204.60164699059033,0.010422793912840752
2021-01-03,86820,349.05947621247094,44.73921967788041,-0.1802494819820225,293.72519617597766,-0.11868812295940714
2021-01-04,64886,459.40868548327694,49.85980461742411,2.0467711632548022,396.7254189435539,-0.029840627192384356
2021-01-05,16265,537.3276199665381,51.0164428768951,-0.369169326490631,474.38822267506697,-0.03386843240985971
2021-01-06,92386,640.9354042132725,38.68973608508057,-1.3963910661832182,575.8000866919061,-0.01721442737084734
2021-01-07,47194,738.2333710264971,32.37167516157305,-0.5514043858417328,665.0149866766851,0.07255283730379855
2021-01-08,97498,847.7095404031112,39.73359265264269,1.8813922876453644,741.5686442042789,0.013667187116288261
2021-01-09,54131,945.2083143923661,52.470773778063034,0.9923298111958726,861.6224507677497,0.12279373473853306
2021-01-10,70263,1058.2188387239892,50.873310579154094,0.08853594669822765,979.3609366736628,-0.001166035588881546
2021-01-11,26023,1151.4547085191489,57.02406569151065,0.3830785988896603,1077.7506148129526,0.17760872803800642
2021-01-12,51090,1229.1514094428899,50.96749894959117,-1.119484947190964,1192.7419003031212,-0.04607750137316529
2021-01-13,77221,1339.6673398496066,48.90450708530796,-0.38789880088530726,1321.2912906190286,-0.07695623811651242
2021-01-14,74820,1431.2318902271518,43.95987725074873,-1.3266086435490345,1432.6024296163998,0.05473026747769738
2021-01-15,10769,1515.4293708597165,58.84606789862693,-0.5895585685994871,1539.7976257090493,0.13640819374650176
2021-01-16,69735,1615.5899050461558,40.808198612792836,2.6923565272532497,1642.7818711562988,-0.13788033045852263
2021-01-17,72955,1713.198118385854,38.89600482703979,-2.15574362275438,1752.5243316291874,-0.019699064821431515
2021-01-18,74925,1821.4291681433042,55.67055517388103,-1.37743533284583,1847.0655407268428,-0.061078194508587084
2021-01-19,77969,1930.3532763414564,36.66842689346345,-2.5085977258715038,1942.916002689421,0.014285101299207984
2021-01-20,15311,2031.3094808003502,74.14790998658631,-2.9418175143751966,2049.6793733176087,0.0010017923499404697
2021-01-21,93104,2122.4613213811704,50.79993380559144,-0.3735438283905829,2142.5714002652157,0.1345381247627721
2021-01-22,63707,2225.3307339934136,53.47906116324886,-1.2352183636015732,2237.0844051733134,-0.010840479287478322
2021-01-23,95305,2326.982677794619,41.91580175476613,3.5233778615843847,2337.087205142838,0.13747840989702292
2021-01-24,38693,2432.6720445393157,46.84735155758454,-0.5656930923555866,2454.3463184017337,-0.031510033601868576
2021-01-25,81932,2523.923977401869,45.73242883117646,2.5787937268600487,2537.356362098339,0.09264818751052165
2021-01-26,35658,2619.9202486701934,44.58165012331358,1.936012949881267,2648.744039638918,0.022866302813671916
2021-01-27,94478,2725.0140298335546,56.32961751509826,-0.4179083104480282,2760.62098583097,0.17298853986834448
2021-01-28,28431,2837.487300385872,45.50423961774719,4.220271164171246,2872.408165970422,-0.14770148628144283
2021-01-29,12747,2947.146520465468,60.17501229084181,0.5370679729296175,2960.3069702672797,-0.11638577177598247
2021-01-30,69150,3047.9670691769957,76.63182350119824,3.0260185320079778,3034.9167460346157,0.18316222846583866
2021-01-31,75725,3143.0931189377843,47.044587598534505,2.7931937831625278,3143.312253120787,-0.07332650934863538
2021-02-01,94654,3247.1313245245774,51.523155135766245,0.8292959702095654,3246.1253348869964,-0.06698033580758615
2021-02-02,45773,3336.2174201516427,53.79482057165507,1.5022616956117012,3361.1909844084435,-0.08757235854998544
2021-02-03,77435,3428.0474057590336,68.11504812593517,1.2481428302389515,3450.6829319883004,0.11484459565337238
2021-02-04,66886,3543.14511888363,49.17352214961811,-2.288522862783416,3562.0847076321456,-0.12534576132251246
2021-02-05,76803,3647.165463684099,41.709830803416374,0.11458070890603254,3677.900889315437,0.002245041227766096
2021-02-06,41551,3743.6901963463692,37.33659494374296,2.1484944678893205,3776.471243499697,-0.02656218217805378
2021-02-07,21394,3851.981583192222,49.42016052567766,3.0523726347233233,3882.725186048669,0.10365155835044347
2021-02-08,79092,3964.851332830718,45.516197809461175,-1.4412793436638995,3988.4546829115307,-0.05636826623316449
2021-02-09,13890,4060.404957248262,70.10009289300001,1.0576626036260397,4076.132639976086,0.04152725791132739
2021-02-10,51606,4156.130877823767,67.69862420676967,0.301740426555069,4184.099089010355,-0.11712161733772697
2021-02-11,90038,4250.604420090297,39.656271720764025,-0.23574812916319124,4308.43656412387,0.22739410386772008
2021-02-12,97313,4360.24292327745,42.89239896450822,0.7120052584500525,4408.76962314201,-0.023959232465370885
2021-02-13,20627,4469.9784977526515,50.73770107886886,0.4359948213322747,4486.855749062234,0.0008763484885367153
2021-02-14,18792,4583.837530965562,63.97226422558763,1.0828151377451765,4576.547351098524,0.1654754358850542
2021-02-15,83969,4693.923560464051,50.570131363710516,2.883433521900104,4649.8559093657495,-0.05866727743052094
2021-02-16,53001,4777.601379669765,43.52759362011953,1.5682551817294008,4769.20982630144,0.16673823429386167
2021-02-17,86552,4880.411022878947,49.41118190097275,0.6211825177454053,4880.671405746361,-0.04114711741379608
2021-02-18,33897,4969.8271688504765,43.71515136103953,3.7292501136461578,4973.150866671344,0.06716981838212592
2021-02-19,78148,5064.698025100763,56.02477209439482,2.219859191760672,5051.87996784181,-0.05726816401592988
2021-02-20,33483,5166.403967136571,42.90966288335295,-0.1847968772066967,5139.380543468173,-0.13560364451447346
2021-02-21,58555,5274.75962112007,44.89563947573033,-2.4342408047058104,5229.806388982715,0.04145943505406158
2021-02-22,27159,5365.851187695559,61.61933813456096,-1.975661361840931,5331.447502968016,0.06399034009835329
2021-02-23,90077,5442.603991081035,42.31635052685928,1.8664648966312682,5432.5838931159915,-0.13158857423262388
2021-02-24,45920,5544.40929949909,35.53871967439838,-1.2606249585059626,5552.705372746597,-0.030705831890871206
2021-02-25,77121,5670.845015333075,50.94993751356304,-2.016110954223896,5642.314049881126,0.12007589615369069
2021-02-26,79479,5768.816553136374,46.39526595795404,-1.516170653374399,5719.6912320658175,0.060011895079661016
2021-02-27,99475,5869.285707485877,55.11415500929954,-1.3747686241814001,5802.336554938684,-0.03952150017840508
2021-02-28,29457,5987.107343671238,53.1747193473109,1.701295335564502,5901.991182121986,-0.05975257016344557
2021-03-01,76557,6093.010089861856,49.68081505356638,-0.31348415156455217,5991.061011117798,0.19482443251347767
2021-03-02,87189,6195.178700231685,49.38956574530005,-2.7447492005988114,6086.680882935103,-0.14469320698028582
2021-03-03,88953,6299.59986688482,42.64141550677165,0.062089795524713394,6179.870379230311,-0.005919857440860259
2021-03-04,62995,6402.102306210556,50.83347070993243,0.4445322648964835,6294.723956035889,-0.14646968736939445
2021-03-05,50757,6490.704761928989,58.81284781432768,-0.9586737228817033,6385.919470729505,0.13148146448442813
2021-03-06,19692,6577.290310350992,40.265532586005236,2.3117701683854,6480.259339575287,-0.0007123612208336721
2021-03-07,55758,6696.158591472234,49.946026236384654,-0.8418777713845693,6591.018593292669,0.01781740847694348
2021-03-08,82409,6797.997424991285,60.383887557346114,2.2166753732743008,6682.543864627188,0.2768892309627609
2021-03-09,81211,6898.998379417082,55.05424093216699,1.1935655593499528,6788.892050244043,-0.05934726757363933
2021-03-10,75697,6998.09610277652,63.09472896350713,1.8532110160888142,6893.864329174369,0.17485759140585339
2021-03-11,47065,7105.906835452684,44.31857670165665,-2.1971016816127897,6995.990817058785,-0.039073191440818854
2021-03-12,42606,7231.293746470059,31.692315516051337,0.19662038447620517,7078.974871318188,-0.023351245758489847
2021-03-13,21534,7336.533273141137,52.00651803955687,-0.1056560091495381,7197.421484686017,0.26381752566205996
2021-03-14,50397,7430.652404877992,53.62570815026485,-2.844013049815066,7330.731741634763,-0.01610903772616734
2021-03-15,11016,7529.318396299077,63.68421954472675,2.2101214596058187,7430.864163708774,-0.1374371404295248
2021-03-16,99789,7640.02836097113,61.88145734706984,-1.6348017938146997,7515.1688406082185,0.028191878812631216
2021-03-17,65591,7734.200354957,55.36743623012462,-1.2191356576719656,7615.605381233094,-0.01727368251670042
